region,Resource,zone,Cluster,R_ID,SubsidyRevenue
IT1 6,IT1 6 OCGT,72,0,460,0.0
IT1 6,IT1 6 biomass,72,0,461,0.0
IT1 6,IT1 6 offwind-ac,72,0,462,0.0
IT1 6,IT1 6 onwind,72,0,463,0.0
IT1 6,IT1 6 ror,72,0,464,0.0
IT1 6,IT1 6 solar,72,0,465,0.0
IT1 7,IT1 7 CCGT,73,0,466,0.0
IT1 7,IT1 7 OCGT,73,0,467,0.0
IT1 7,IT1 7 coal,73,0,468,0.0
IT1 7,IT1 7 offwind-ac,73,0,469,0.0
IT1 7,IT1 7 onwind,73,0,470,0.0
IT1 7,IT1 7 ror,73,0,471,0.0
IT1 7,IT1 7 solar,73,0,472,0.0
IT1 8,IT1 8 CCGT,74,0,473,0.0
IT1 8,IT1 8 OCGT,74,0,474,0.0
IT1 8,IT1 8 biomass,74,0,475,0.0
IT1 8,IT1 8 offwind-ac,74,0,476,0.0
IT1 8,IT1 8 oil,74,0,477,0.0
IT1 8,IT1 8 onwind,74,0,478,0.0
IT1 8,IT1 8 ror,74,0,479,0.0
IT1 8,IT1 8 solar,74,0,480,0.0
IT1 9,IT1 9 CCGT,75,0,481,0.0
IT1 9,IT1 9 biomass,75,0,482,0.0
IT1 9,IT1 9 coal,75,0,483,0.0
IT1 9,IT1 9 geothermal,75,0,484,0.0
IT1 9,IT1 9 onwind,75,0,485,0.0
IT1 9,IT1 9 ror,75,0,486,0.0
IT1 9,IT1 9 solar,75,0,487,0.0
IT3 0,IT3 0 biomass,76,0,488,0.0
IT3 0,IT3 0 coal,76,0,489,0.0
IT3 0,IT3 0 offwind-ac,76,0,490,0.0
IT3 0,IT3 0 oil,76,0,491,0.0
IT3 0,IT3 0 onwind,76,0,492,0.0
IT3 0,IT3 0 ror,76,0,493,0.0
IT3 0,IT3 0 solar,76,0,494,0.0
DE1 0,DE1 0 PHS,1,0,495,0.0
DE1 1,DE1 1 PHS,2,0,496,0.0
DE1 1,DE1 1 hydro,2,0,497,0.0
DE1 11,DE1 11 PHS,4,0,498,0.0
DE1 12,DE1 12 PHS,5,0,499,0.0
DE1 12,DE1 12 hydro,5,0,500,0.0
DE1 13,DE1 13 PHS,6,0,501,0.0
DE1 14,DE1 14 PHS,7,0,502,0.0
DE1 15,DE1 15 PHS,8,0,503,0.0
DE1 18,DE1 18 hydro,11,0,504,0.0
DE1 19,DE1 19 PHS,12,0,505,0.0
DE1 2,DE1 2 PHS,13,0,506,0.0
DE1 4,DE1 4 PHS,15,0,507,0.0
DE1 4,DE1 4 hydro,15,0,508,0.0
DE1 5,DE1 5 PHS,16,0,509,0.0
DE1 6,DE1 6 PHS,17,0,510,0.0
DE1 7,DE1 7 PHS,18,0,511,0.0
DE1 9,DE1 9 PHS,20,0,512,0.0
DE1 9,DE1 9 hydro,20,0,513,0.0
ES1 0,ES1 0 PHS,21,0,514,0.0
ES1 0,ES1 0 hydro,21,0,515,0.0
ES1 1,ES1 1 PHS,22,0,516,0.0
ES1 1,ES1 1 hydro,22,0,517,0.0
ES1 2,ES1 2 PHS,23,0,518,0.0
ES1 2,ES1 2 hydro,23,0,519,0.0
ES1 3,ES1 3 hydro,24,0,520,0.0
ES1 4,ES1 4 PHS,25,0,521,0.0
ES1 4,ES1 4 hydro,25,0,522,0.0
ES1 5,ES1 5 PHS,26,0,523,0.0
ES1 5,ES1 5 hydro,26,0,524,0.0
ES1 6,ES1 6 PHS,27,0,525,0.0
ES1 6,ES1 6 hydro,27,0,526,0.0
ES1 7,ES1 7 PHS,28,0,527,0.0
ES1 7,ES1 7 hydro,28,0,528,0.0
