Line,New_Trans_Capacity,Cost_Trans_Capacity,Line_Max_Flow_MW,distance_km,bus0,bus0_x,bus0_y,bus1,bus1_x,bus1_y
57,9.589933e-07,1.294741e-08,10704.63189,284.2051256,ES1 5,-3.650686811,40.1106101,ES1 8,-6.151081793,39.41281179
58,6442.666,83.2699,1587.090917,272.0739748,ES1 6,-2.896801354,42.76489618,FR1 8,-0.428850811,43.53302298
59,1.224413e-06,1.5404053e-08,3964.434574,264.8327307,FR1 0,2.285930386,46.41651176,FR1 11,-0.147786872,45.53878517
60,9.833439e-07,9.458775e-09,6746.782759,202.4856022,FR1 0,2.285930386,46.41651176,FR1 12,2.837637634,45.01155887
61,2.2509573000000002e-07,2.6426346e-09,3566.015485,247.1351089,FR1 0,2.285930386,46.41651176,FR1 15,3.785280059,47.87312765
62,8.941044599999999e-07,1.0880854e-08,2377.343656,256.17655,FR1 0,2.285930386,46.41651176,FR1 16,4.896736931,46.04814359
63,1.0081357000000001e-07,1.5953204e-09,2775.762746,333.1145068,FR1 0,2.285930386,46.41651176,FR1 7,2.412112342,48.81161936
64,2.9918537000000003e-06,5.609152e-08,3566.015485,394.65852,FR1 1,6.107274788,45.52201024,FR1 15,3.785280059,47.87312765
65,5.622333e-08,3.6926168e-10,12298.30825,138.2554535,FR1 1,6.107274788,45.52201024,FR1 16,4.896736931,46.04814359
66,7491.3435,128.34279,1188.671828,360.6420575,FR1 1,6.107274788,45.52201024,FR1 17,7.098681163,48.02632462
67,1.6948809e-07,1.9552995e-09,796.8381785,242.8503591,FR1 1,6.107274788,45.52201024,FR1 5,6.28574034,43.77942318
68,10000.0,82.4684,3566.015485,173.6009816,FR1 1,6.107274788,45.52201024,IT1 5,7.804870669,45.15309588
69,6.0115794e-08,7.634165e-10,2775.762746,267.3237641,FR1 10,3.998921317,49.79126179,FR1 15,3.785280059,47.87312765
70,6064.2815,50.120815,2775.762746,173.9816237,FR1 10,3.998921317,49.79126179,FR1 3,2.424028616,50.53222179
71,1544.7135,16.120195,2775.762746,219.6781927,FR1 10,3.998921317,49.79126179,FR1 4,5.960518626,48.861879
72,3.2242856e-07,3.0334137e-09,1195.257268,198.0444864,FR1 10,3.998921317,49.79126179,FR1 7,2.412112342,48.81161936
73,10000.0,141.29056,3572.600924,297.4251867,FR1 11,-0.147786872,45.53878517,FR1 2,-1.259489523,47.53739283
74,1.3002257999999998e-07,2.085666e-09,2775.762746,337.6685555,FR1 11,-0.147786872,45.53878517,FR1 6,1.729674829,43.51121311
75,6260.645399999999,83.32662,2775.762746,280.1749553,FR1 11,-0.147786872,45.53878517,FR1 8,-0.428850811,43.53302298
76,2073.799,18.004593,2390.514535,182.7600654,FR1 12,2.837637634,45.01155887,FR1 18,3.784670783,43.88377687
77,887.823,9.949265,1587.090917,235.9006767,FR1 12,2.837637634,45.01155887,FR1 6,1.729674829,43.51121311
78,10000.0,100.40602,5558.110931,211.3607619,FR1 13,-3.25128578,48.2650637,FR1 2,-1.259489523,47.53739283
79,3.5017278000000004e-07,4.2511283e-09,11103.05098,255.5562176,FR1 14,0.590475004,48.90181715,FR1 2,-1.259489523,47.53739283
80,4.3802728e-07,5.8298806e-09,2377.343656,280.170966,FR1 14,0.590475004,48.90181715,FR1 3,2.424028616,50.53222179
81,4571.496,36.279022,10306.2128,167.0559162,FR1 14,0.590475004,48.90181715,FR1 7,2.412112342,48.81161936
82,1648.0626,21.505888,4362.853663,274.6934473,FR1 15,3.785280059,47.87312765,FR1 16,4.896736931,46.04814359
83,725.4302,8.386576,5159.691842,243.3624974,FR1 15,3.785280059,47.87312765,FR1 4,5.960518626,48.861879
84,7.915828999999999e-06,6.84218e-08,19822.17287,181.9544692,FR1 15,3.785280059,47.87312765,FR1 7,2.412112342,48.81161936
85,2328.052,38.164295,1195.257268,345.0874465,FR1 16,4.896736931,46.04814359,FR1 17,7.098681163,48.02632462
86,5.576523700000001e-07,8.479406e-09,796.8381785,320.0858245,FR1 16,4.896736931,46.04814359,FR1 18,3.784670783,43.88377687
87,1.326758e-07,1.9972322e-09,5551.525491,316.8848281,FR1 16,4.896736931,46.04814359,FR1 9,5.073192987,43.77171846
88,2.4955686e-06,1.85558e-08,7138.616409,156.5217855,FR1 17,7.098681163,48.02632462,FR1 4,5.960518626,48.861879
89,1.1465441e-07,1.1595717e-09,4369.439103,212.8979296,FR1 18,3.784670783,43.88377687,FR1 6,1.729674829,43.51121311
90,126.15877,0.7799363,4369.439103,130.1386575,FR1 18,3.784670783,43.88377687,FR1 9,5.073192987,43.77171846
91,10000.0,113.609665,7537.035498,239.1552285,FR1 3,2.424028616,50.53222179,FR1 7,2.412112342,48.81161936
92,6967.3176,40.278942,6348.36367,121.6962153,FR1 5,6.28574034,43.77942318,FR1 9,5.073192987,43.77171846
93,10000.0,115.54203,398.4190892,243.2229793,FR1 5,6.28574034,43.77942318,IT1 5,7.804870669,45.15309588
94,1.5955557e-06,1.6490452e-08,3174.181835,217.5630905,FR1 6,1.729674829,43.51121311,FR1 8,-0.428850811,43.53302298
95,1998.8946,17.377615,3859.067542,183.0058209,GB0 0,-1.911525561,52.46122491,GB0 1,-0.47201781,53.45202885
96,2305.5289000000002,16.702597,4754.687313,152.5028842,GB0 0,-1.911525561,52.46122491,GB0 4,-2.583252,53.481137
97,1.4230536e-07,1.2069946e-09,2377.343656,178.5454088,GB0 0,-1.911525561,52.46122491,GB0 6,-3.314649048,51.51069342
98,1.8124454000000002e-06,1.4611621e-08,7132.030969,169.7063448,GB0 0,-1.911525561,52.46122491,GB0 8,-1.438350688,51.27572538
99,1.3776802e-07,1.5276185e-09,1481.723886,233.4162568,GB0 0,-1.911525561,52.46122491,GB0 9,-1.457966915,54.11853474
100,3.9414985e-05,4.7960697e-07,4754.687313,256.1466924,GB0 1,-0.47201781,53.45202885,GB0 3,-0.246946057,51.61425295
101,4531.339,61.12277,4754.687313,283.9494889,GB0 1,-0.47201781,53.45202885,GB0 7,0.657501167,51.52831217
102,1.2510583999999998e-06,7.3119417e-09,10250.23657,123.0324775,GB0 1,-0.47201781,53.45202885,GB0 9,-1.457966915,54.11853474
103,4.3870614000000005e-06,2.556114e-08,4754.687313,122.6510061,GB0 10,-3.893280333,53.07477867,GB0 4,-2.583252,53.481137
104,4174.213,26.985302,9509.374626,136.087215,GB0 11,-4.315338333,50.75944683,GB0 6,-3.314649048,51.51069342
105,1.5052894e-07,1.2859097e-09,1481.723886,179.8270899,GB0 12,-4.583752346,56.63473439,GB0 2,-2.523868924,57.27694489
106,7835.7964,52.00919,8165.944969,139.7209647,GB0 12,-4.583752346,56.63473439,GB0 5,-3.699947108,55.75794503
107,5.3854237e-06,5.873305e-08,2963.447771,229.5764225,GB0 2,-2.523868924,57.27694489,GB0 5,-3.699947108,55.75794503
108,4.160055e-06,1.5620534e-08,19311.80131,79.04264239,GB0 3,-0.246946057,51.61425295,GB0 7,0.657501167,51.52831217
109,6.052383000000001e-07,3.2612686e-09,9509.374626,113.4291693,GB0 3,-0.246946057,51.61425295,GB0 8,-1.438350688,51.27572538
110,2620.2907999999998,40.947998,2377.343656,328.9635606,GB0 4,-2.583252,53.481137,GB0 5,-3.699947108,55.75794503
111,3.0137366000000003e-06,1.8323835e-08,6684.221084,127.989905,GB0 4,-2.583252,53.481137,GB0 9,-1.457966915,54.11853474
112,7208.2973,99.215996,3859.067542,289.7434377,GB0 5,-3.699947108,55.75794503,GB0 9,-1.457966915,54.11853474
113,1.4901146000000001e-05,1.1748411e-07,8613.754855,165.9678934,GB0 6,-3.314649048,51.51069342,GB0 8,-1.438350688,51.27572538
114,3.108369e-07,5.226325e-09,2377.343656,353.9390252,IT1 0,16.31927489,39.05643656,IT1 6,14.45419306,41.166062
115,268.9422,2.9814157,1188.671828,233.3609599,IT1 0,16.31927489,39.05643656,IT1 7,17.06463909,40.63484909
116,2542.6755000000003,34.788982,2377.343656,288.0151746,IT1 0,16.31927489,39.05643656,IT1 8,14.36385163,37.66246138
117,3696.3933,43.88636,5551.525491,249.9286247,IT1 1,9.23055636,45.29415845,IT1 10,10.77633958,43.87238188
118,10000.0,66.95375,10312.79824,140.9416994,IT1 1,9.23055636,45.29415845,IT1 5,7.804870669,45.15309588
119,4.2298645e-07,3.3484064e-09,6348.36367,166.6388704,IT1 1,9.23055636,45.29415845,IT1 9,10.87104938,45.6311042
120,4.2674225000000003e-07,3.4089966e-09,3566.015485,168.1611022,IT1 10,10.77633958,43.87238188,IT1 11,12.06354071,44.65601435
121,658.09727,9.465793,3964.434574,302.7830162,IT1 10,10.77633958,43.87238188,IT1 4,12.355585,42.02585706
122,4.7245740000000003e-07,5.490445e-09,1985.510007,244.6298909,IT1 10,10.77633958,43.87238188,IT1 9,10.87104938,45.6311042
123,793.1405,12.177789,1188.671828,323.2086393,IT1 11,12.06354071,44.65601435,IT1 2,13.57610536,42.60439245
124,1.4060651e-08,1.2690594e-10,5949.944581,189.9945578,IT1 11,12.06354071,44.65601435,IT1 3,12.8495571,45.90608157
125,121.07729,1.0294566,2775.762746,178.9822445,IT1 11,12.06354071,44.65601435,IT1 9,10.87104938,45.6311042
126,1.2317564e-07,8.718739e-10,1587.090917,149.0024821,IT1 2,13.57610536,42.60439245,IT1 4,12.355585,42.02585706
127,270.5304,2.822114,1587.090917,219.5953152,IT1 2,13.57610536,42.60439245,IT1 6,14.45419306,41.166062
128,45.36083,0.4214737,1587.090917,195.5933634,IT1 3,12.8495571,45.90608157,IT1 9,10.87104938,45.6311042
129,380.95528,4.501127,3566.015485,248.7206645,IT1 4,12.355585,42.02585706,IT1 6,14.45419306,41.166062
130,1.6141164000000001e-06,2.1776602e-08,3566.015485,284.0010086,IT1 6,14.45419306,41.166062,IT1 7,17.06463909,40.63484909
131,521.9965,37.90269,400.0,376.9333562,ES4 0,2.7388916,39.6729018,ES1 1,-0.498247314,40.7899949
132,1.3371057e-08,1.805725e-09,1000.0,474.460941,IT1 4,12.355585,42.02585706,IT3 0,8.7459755,39.9681955
133,8.005894999999999e-07,1.9464874e-08,2000.0,253.4169609,FR1 6,1.729674829,43.51121311,ES1 4,1.532231515,41.6937861
134,10000.0,321.14584,2000.0,207.3873892,GB0 7,0.657501167,51.52831217,FR1 3,2.424028616,50.53222179
135,6.238559999999999e-08,2.092359e-09,2501.0,243.0119798,GB0 5,-3.699947108,55.75794503,GB5 0,-6.097540943,54.66877875
136,1.7020567e-08,5.3320814e-10,250.0,243.0119798,GB0 5,-3.699947108,55.75794503,GB5 0,-6.097540943,54.66877875
137,2.9865514999999998e-05,2.399567e-06,0.0,473.0193716,ES1 6,-2.896801354,42.76489618,FR1 11,-0.147786872,45.53878517
138,0.00024731224,1.6523814e-05,0.0,376.2715918,FR1 14,0.590475004,48.90181715,GB0 8,-1.438350688,51.27572538
139,5.1535867e-05,2.098098e-06,0.0,399.5577984,DE1 14,11.75030038,51.22456746,DE1 4,11.39973609,48.35883243
140,7.178401e-05,2.1636495e-06,0.0,220.5950437,DE1 16,7.383087925,52.70033778,DE1 8,6.782045751,51.15711695
141,6552.7,400.73145,0.0,582.4991866,GB0 6,-3.314649048,51.51069342,FR1 2,-1.259489523,47.53739283
142,4.5165308e-05,2.0751943e-06,0.0,637.9315281,DE1 5,9.656115621,53.77222271,DE1 0,8.585665972,49.23105928
143,0.00043182623999999997,2.8069448e-05,0.0,376.2715918,GB0 8,-1.438350688,51.27572538,FR1 14,0.590475004,48.90181715
144,7.663837e-05,2.2353731e-06,0.0,312.1080783,DE1 8,6.782045751,51.15711695,DE1 0,8.585665972,49.23105928
145,10000.0,433.71515,0.0,207.3873892,GB0 7,0.657501167,51.52831217,FR1 3,2.424028616,50.53222179
146,2.584494e-05,3.2269324e-06,0.0,699.377778,GB0 7,0.657501167,51.52831217,DE1 10,8.442956595,53.18344976
147,3513.4556,29.339504,300.0,581.8157279,IT3 0,8.7459755,39.9681955,IT1 10,10.77633958,43.87238188
