Resource,Zone,StartCap,RetCap,NewCap,EndCap
OCGT-H2_47.0,47.0,0,6.1029796371302255e-9,2.4448765043810475e-5,2.4442662064173346e-5
CCGT-H2_48.0,48.0,0,5.0471569083261395e-9,2.0967864405897942e-5,2.0962817248989616e-5
OCGT-H2_48.0,48.0,0,5.9589436505847555e-9,2.2495445352693407e-5,2.2489486409042822e-5
CCGT-H2_49.0,49.0,0,5.1104072413124544e-9,2.0698916371989172e-5,2.069380596474786e-5
OCGT-H2_49.0,49.0,0,6.100192883635715e-9,2.036507638714373e-5,2.0358976194260095e-5
CCGT-H2_50.0,50.0,0,5.0503602178699455e-9,0.00011623180260332034,0.00011622675224310248
OCGT-H2_50.0,50.0,0,5.960302675163705e-9,2.584387321024141e-5,2.5837912907566247e-5
CCGT-H2_51.0,51.0,0,5.075163757072768e-9,58.20519208311767,58.20519207804251
OCGT-H2_51.0,51.0,0,5.995373089794636e-9,2.82793686427601e-5,2.8273373269670305e-5
CCGT-H2_52.0,52.0,0,5.0369626733048645e-9,0.00010031729899684818,0.00010031226203417487
OCGT-H2_52.0,52.0,0,5.9652453281446164e-9,2.5822751720695085e-5,2.581678647536694e-5
CCGT-H2_53.0,53.0,0,5.041626041114968e-9,3.0446911312576342e-5,3.0441869686535226e-5
OCGT-H2_53.0,53.0,0,5.970082145891867e-9,2.333528906509308e-5,2.3329318982947186e-5
CCGT-H2_54.0,54.0,0,5.108862159627132e-9,4.230575849931829e-5,4.230064963715866e-5
OCGT-H2_54.0,54.0,0,6.097675868160763e-9,2.3269822629436325e-5,2.3263724953568165e-5
CCGT-H2_55.0,55.0,0,5.046261654343085e-9,2.894018681462706e-5,2.8935140552972716e-5
OCGT-H2_55.0,55.0,0,5.95774534988838e-9,2.366942392576746e-5,2.366346618041757e-5
CCGT-H2_56.0,56.0,0,5.046181760798695e-9,6.456583111783067e-5,6.456078493606988e-5
